,,,,,,,,,,
,04034577,,"Action Environmental Services, Inc.",1213,File Failure-Customer caused,Shifted data,"1213, ACTIONCARTING, BatchId: 30470143, FailureType: TaskType=4",3/17/2025 2:01 PM,3/22/2025 2:31 PM,"[Recipients: Sandra Capelo, scapelo@actioncarting.com, scapelo@interstatewaste.com, lmagro@actioncarting.com, lzurichin@interstatewaste.com]
[Attachments: actioncarting_jobfail_03172025.png]

Good Afternoon,

Batch 30470143 has failed to process due to an issue with your file ""action_month_inv_03-15-25resacnj.csv"". On line 303874 of your file there is an early line break which is creating an invalid record. Please see attached screenshot.

You may revise and resubmit this file for processing.

Regards,"
,04038288,,"Action Environmental Services, Inc.",1213,File Failure-Customer caused,Incomplete file,PRODUCTION GMC Failure - ACTIONCARTING - automation_PROD-8507673,3/21/2025 10:09 PM,,"[Recipients: Sandra Capelo, scapelo@actioncarting.com, scapelo@interstatewaste.com, lmagro@actioncarting.com, lzurichin@interstatewaste.com]
[Attachments: ACTIONCARTING_ss.PNG]

Hello,

Please be advised that file(s) ""ACTIONCARTING_Collections_03212025.xml"" failed processing due to the file not being a complete file. The file(s) in question are incomplete due to missing data after the line number 1219863

I have attached the screenshot for the reference.

Please correct this issue and resubmit a new file for processing.

Regards,"
,04038288,,"Action Environmental Services, Inc.",1213,File Failure-Customer caused,Incomplete file,PRODUCTION GMC Failure - ACTIONCARTING - automation_PROD-8507673,3/21/2025 10:09 PM,,"From: Sandra Capelo <scapelo@interstatewaste.com>
To: jobfail@billtrust.com


﻿
﻿ ﻿I will be out of the office March 18th - March 21st and limited to emails. If you need immediate assistance please email billing@interstatewaste.com.  Otherwise I will respond to your emails as soon as possible upon my return.
Thank you





This message is transmitted to you by Interstate Waste Services, Inc. This email and any files transmitted with it may contain proprietary, confidential and/or privileged material. This message is intended solely for the use of the individual or entity to whom they are addressed. Please notify the sender immediately by e-mail if you have received this e-mail by mistake and delete this e-mail and all of its content from your system. If you are not the intended recipient you are notified that disclosing, copying, distributing or taking any action in reliance on the contents of this information is strictly prohibited."
,04041397,,"Action Environmental Services, Inc.",1213,File Failure-Customer caused,Shifted data,"1213, ACTIONCARTING, BatchId: 30533857, FailureType: TaskType=4",3/26/2025 4:28 PM,,"[Recipients: Sandra Capelo, scapelo@actioncarting.com, scapelo@interstatewaste.com, lmagro@actioncarting.com, lzurichin@interstatewaste.com]
[Attachments: actioncarting_error.png]

Good Afternoon,

BatchId 30533857 failed due to shifted data being present on lines 29494-29495 of the file 'ACTION_MONTH_INV_3-26-25AC.CSV'. You can refer to the attached screenshot.

The remaining 3 files in the batch were reset to process under batchid 30534031.

Regards,"
,04019218,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9691918, FailureType: TaskType=6",2/28/2025 7:21 AM,3/5/2025 7:28 AM,"[Recipients: Aaron Reed]

Good Morning,

Batch ID: 9691918 failed due to the following file being set to PRINT but missing a valid BILLING_ADDRESS (Account: AHCASH).
BTI_52069179825b9384-0b19-b4be-d414-5cdf3067f530.xml
Please revise and resubmit for processing.

Regards,"
,04020605,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9696136, FailureType: TaskType=6",3/3/2025 5:19 AM,3/8/2025 5:33 AM,"[Recipients: Aaron Reed]

Hello Team,

Batch ID: 9696136 failed due to the following files being set to PRINT but missing a valid BILLING_ADDRESS :

BTI_52196989825b9384-0b19-b4be-d414-54f0c8983da7
BTI_52196989825b9384-0b19-b4be-d414-a5f1882929aa
BTI_52196989825b9384-0b19-b4be-d414-ddf138b33e5a

Please revise and resubmit for processing.

Regards,"
,04020652,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9696238, FailureType: TaskType=6",3/3/2025 7:20 AM,3/8/2025 7:35 AM,"[Recipients: Aaron Reed]

Hello Team,

Batch ID: 9696238 failed due to the following files being set to PRINT but missing a valid BILLING_ADDRESS :

BTI_5222380486a7f120-2c71-22b6-d514-560ef091134f.xml

Please revise and resubmit for processing.

Regards,"
,04021314,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9697220, FailureType: TaskType=6",3/3/2025 7:22 PM,3/8/2025 10:55 PM,"[Recipients: Aaron Reed]

Good morning,

Batch id:9697220

The following batch failed due to missing Billing address within the files that are mentioned below:

1)BTI_5222807386a7f120-2c71-22b6-d514-3a15c8ca048a.xml
2)BTI_5222337186a7f120-2c71-22b6-d514-5815e89cff15.xml
3)BTI_5222333986a7f120-2c71-22b6-d514-a515e8f192d5.xml
4)BTI_5222333986a7f120-2c71-22b6-d514-4815c02cc8cc.xml
5)BTI_5222807386a7f120-2c71-22b6-d514-b51598bc8733.xml
6)BTI_5222333686a7f120-2c71-22b6-d514-1016d897c6dc.xml

Kindly revise and resubmit these files for further processing.

However, we have resubmitted the valid file 'BTI_5222380386a7f120-2c71-22b6-d514-6815a03ddb12.xml' for its processing.

Regards,"
,04025121,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9705178, FailureType: TaskType=6",3/7/2025 7:21 AM,3/12/2025 8:38 AM,"[Recipients: Aaron Reed]

Hello Team,

Batch ID: 9705178 failed due to the following files being set to PRINT but missing a valid BILLING_ADDRESS :

BTI_5229278786a7f120-2c71-22b6-d514-7e4df0fe59cf.xml
BTI_5236447786a7f120-2c71-22b6-d514-804d68e33dd3.xml

Please revise and resubmit for processing.

Regards,"
,04027444,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9708856, FailureType: TaskType=6",3/10/2025 5:25 AM,3/15/2025 6:04 AM,"[Recipients: Aaron Reed]

Good Morning,

Batch ID: 9708856 failed due to the following file being set to PRINT but missing a valid BILLING_ADDRESS.
BTI_52399245e2c827a1-4eaa-3990-d514-007328f9043c.xml (Account # 19)
BTI_5222337486a7f120-2c71-22b6-d514-5a6078dab229.xml (Account #51)
BTI_5222337486a7f120-2c71-22b6-d514-5760e019b40b.xml (Account #51)
BTI_5236447886a7f120-2c71-22b6-d514-785d20c3bc46.xml (Account #51)
BTI_5236447886a7f120-2c71-22b6-d514-915de85b0fa7.xml (Account #51)

Please revise and resubmit for processing.

Regards,"
,04034041,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9721334, FailureType: TaskType=6",3/17/2025 5:24 AM,3/22/2025 5:57 AM,"[Recipients: Aaron Reed]

Good morning,

Batch id: 9721334

The following batch failed due to missing Billing address within the files that are mentioned below:

1) BTI_52475065e2c827a1-4eaa-3990-d514-73ce404f7c50

Kindly revise and resubmit these files for further processing.

Regards,"
,04038859,,Action Gypsum Supply,4984,File Failure-Customer caused,Unexpected data,"4984, ACTIONGYPSUM, BatchId: 9734152, FailureType: TaskType=6",3/24/2025 5:30 AM,,"[Recipients: Aaron Reed]

Good morning,

Batch id: 9734152

The following batch failed due to missing Billing address within the files that are mentioned below:

1)BTI_52645670fcbe91f4-47d4-0892-d614-f13bc0fe9836.xml
2)BTI_52645670fcbe91f4-47d4-0892-d614-f23b08189e4c.xml
3)BTI_52775153fcbe91f4-47d4-0892-d614-223aa8ecf727.xml

Kindly revise and resubmit these files for further processing.

Regards,"
,04018404,,Acushnet Company,1822,File Failure-Billtrust caused,System,"1822, ACUSHNET, BatchId: 30350585, FailureType: TaskType=68",2/27/2025 4:34 AM,2/27/2025 4:59 AM,"Hello Team,

Restaged the batch via print station.

Regards,"
,04032553,,Acushnet Company,1822,File Failure-Billtrust caused,System,"1822, ACUSHNET, BatchId: 30453995, FailureType: TaskType=68",3/14/2025 4:50 AM,3/14/2025 5:11 AM,fixed/restaged
,04034989,,Acushnet Company,1822,File Failure-Customer caused,Corrupted data,PRODUCTION GMC Failure - ACUSHNET - automation_PROD-8493241,3/18/2025 4:00 AM,3/25/2025 9:18 AM,"[Recipients: file_failure_team, jaime_soares@acushnetgolf.com, kelli_barker@acushnetgolf.com, mark_storey@acushnetgolf.com, jean_butler@acushnetgolf.com, amandeep_sethi@acushnetgolf.com]

Hello, 

The file ""OIS199_500_327334100595070076OIS199PF_20250318020017.zip.asc"" failed to process because it is corrupted/invalid. Please, revise and resubmit the file for processing.

Kind regards,"
,04034989,,Acushnet Company,1822,File Failure-Customer caused,Corrupted data,PRODUCTION GMC Failure - ACUSHNET - automation_PROD-8493241,3/18/2025 4:00 AM,3/25/2025 9:18 AM,Can you please provide more details for the file failure?  Out IT Team has confirmed there are 517 PDF files and it matches the 517 lines of records in the Billtrust file.  We can't see an error and we need help understanding the meaning of the log.
,04034989,,Acushnet Company,1822,File Failure-Customer caused,Corrupted data,PRODUCTION GMC Failure - ACUSHNET - automation_PROD-8493241,3/18/2025 4:00 AM,3/25/2025 9:18 AM,"[Recipients: file_failure_team, jaime_soares@acushnetgolf.com, kelli_barker@acushnetgolf.com, mark_storey@acushnetgolf.com, jean_butler@acushnetgolf.com, amandeep_sethi@acushnetgolf.com]

Hello,

Unfortunately the zip file that we are receiving is encrypted and the system fails to decrypt it using the key most probably because it is corrupted/invalid. Because of this we're limited to see anything else in detail inside the file.

Please try to resubmit it, if it fails again we will escalate this to the level 2 support for additional troubleshooting.

Regards,"
,04037887,,"Advance Services , Inc.",5000,File Failure-Customer caused,Unexpected data,PRODUCTION GMC Failure - ASINC - automation_PROD-8505841,3/21/2025 11:24 AM,3/22/2025 5:10 AM,"[Recipients: Greg Wagner]

Good Morning,

File 'InvoiceData20250321_0249.xml' is failing because the XML data being processed has an element <ROUTING> which is expected to appear at most once (with optionality set zero or 1), but it looks like it is occurring multiple times in the XML structure.
Kindly revise and resubmit files for further processing.

Regards,"
,04037887,,"Advance Services , Inc.",5000,File Failure-Customer caused,Unexpected data,PRODUCTION GMC Failure - ASINC - automation_PROD-8505841,3/21/2025 11:24 AM,3/22/2025 5:10 AM,"From: Greg Wagner <gregw@asinc.net>
To: jobfail@billtrust.com


We have identified and corrected the issue.  File has been corrected and re-uploaded.  This case may be closed.



Thanks,

Greg Wagner
IT Director
Advance Services, Inc.
D 402.932.7619 | F 402.932.7599



________________________________"
,04041171,,"Advance Services , Inc.",5000,File Failure-Customer caused,Unexpected data,PRODUCTION GMC Failure - ASINC - automation_PROD-8521283,3/26/2025 1:56 PM,3/26/2025 4:20 PM,"[Recipients: Greg Wagner]
[Attachments: asinc_error.png]

Good Morning,

File 'InvoiceData20250326_0347.xml' is failing because the XML data being processed has an element <ROUTING> which is expected to appear at most once (with optionality set zero or 1), but it looks like it is occurring multiple times in the XML structure on lines 13-25 and 355-368. You can refer to the attached screenshot.

Kindly revise and resubmit files for further processing.

Regards,"
,04041171,,"Advance Services , Inc.",5000,File Failure-Customer caused,Unexpected data,PRODUCTION GMC Failure - ASINC - automation_PROD-8521283,3/26/2025 1:56 PM,3/26/2025 4:20 PM,"From: Greg Wagner <gregw@asinc.net>
To: jobfail@billtrust.com


Thank you for the detailed information.  I have corrected the issue and re-submitted the batch.  This case may now be closed.



Thanks,

Greg Wagner
IT Director
Advance Services, Inc.
D 402.932.7619 | F 402.932.7599



________________________________"
,04041171,,"Advance Services , Inc.",5000,File Failure-Customer caused,Unexpected data,PRODUCTION GMC Failure - ASINC - automation_PROD-8521283,3/26/2025 1:56 PM,3/26/2025 4:20 PM,"[Recipients: Greg Wagner]

Hello,

Thank you for confirmation. Closing the case.

Regards,"
,04018336,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8428404,2/27/2025 3:38 AM,2/27/2025 3:45 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: 'MNTHDETCS_20250226_221524.csv' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04018516,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8428866,2/27/2025 8:23 AM,2/27/2025 8:33 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: 'MNTHDETCS_20250226_221524.csv' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04018632,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8429053,2/27/2025 10:38 AM,2/27/2025 10:44 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: 'TestMNTHDETCS_20250226_221524.CSV' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04018654,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8429115,2/27/2025 10:56 AM,3/4/2025 11:10 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: 'TestMNTHDETCS_20250226_221524.CSV' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04019129,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Corrupted data,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8431069,2/28/2025 3:51 AM,3/5/2025 5:13 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]
[Attachments: MNTHDETCS_20250227_221516.jpg]

Good Morning, 

We were unable to process your files today due to an issue with the file 'MNTHDETCS_20250227_221516.csv', which was not formatted correctly. Please refer to the attached document for more details. 

Kindly revise the 'MNTHDETCS_20250227_221516.csv' file and resend it along with 'INVOICE_PDF_20250228_033011.zip' for further processing. 

Thank you. 

Best regards,"
,04019314,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Unexpected data,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8431648,2/28/2025 9:34 AM,3/5/2025 9:57 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]
[Attachments: screenshot-MNTHDETCS_20250227_221516.csv - Excel.png]

Good Morning, 

File 'MNTHDETCS_20250227_221516.csv' failed due to it being corrupt. See attached screenshot. Please revise and resubmit this file, as well as file 'INVOICE_PDF_20250228_033011.zip' for processing.

Regards,"
,04020575,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Corrupted data,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8439390,3/3/2025 3:41 AM,3/8/2025 4:24 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]
[Attachments: corrupted data.jpg]

Good Morning,

We were unable to process your files today due to an issue with the file 'MNTHDETCS_20250228_221516.csv', which was not formatted correctly. Please refer to the attached document for more details.

Kindly revise the 'MNTHDETCS_20250228_221516.csv' file and resend it along with 'INVOICE_PDF_20250303_033011.zip' for further processing.

Thank you.

Best regards,"
,04022387,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8447148,3/5/2025 3:41 AM,3/5/2025 3:45 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,

Unfortunately your file has failed to process today. This failure was caused by the file: 'MNTHDETCS_20250304_221500.CSV' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.

Regards,"
,04022612,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8447670,3/5/2025 8:51 AM,3/5/2025 8:53 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: [MNTHDETCS_20250304_221500.CSV] that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04025423,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8455052,3/7/2025 10:27 AM,3/7/2025 11:00 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: 'MNTHDETCS_20250304_221500.CSV' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04030547,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8472202,3/12/2025 3:41 AM,3/12/2025 3:55 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: ""MNTHDETCS_20250311_221503.csv"" that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04030825,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8472659,3/12/2025 8:24 AM,3/12/2025 9:45 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,

Unfortunately your file has failed to process today. This failure was caused by the file: 'MNTHDETCS_20250311_221503.CSV' that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.

Regards,"
,04030971,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8472813,3/12/2025 10:09 AM,3/12/2025 10:16 AM,"[Recipients: Gregory Healey, jgumina@alliedbeverage.com]

Hello,
Unfortunately your file has failed to process today. This failure was caused by the file: [MNTHDETCS_20250311_221503.csv] that was received by us is empty. If this file was meant to contain valid data for processing, please revise and resubmit. If not, no further action is required from you and we will resume standard processing when you upload your next file.
Regards,"
,04031122,,Allied Beverage Group LLC,3773,File Failure-Customer caused,Empty file,PRODUCTION GMC Failure - ALLIEDBEVERAGE - automation_PROD-8473036,3/12/2025 12:09 PM,3/12/2025 3:31 PM,"From: Gregory Healey <ghealey@alliedbeverage.com>
To: jobfail@billtrust.com, jgumina@alliedbeverage.com


Close this case."
